,overall,reviewerID,asin,reviewText,summary,vote,newReviewTime
605,5,A36GNCL4QLZWGY,B006R7FXFW,I enjoyed this book very much.  Just the right amount of suspense to keep your interest.  Looking forward to remaining  books in this series.  Good reading.,Winter's Secret,2,10/1/2017
606,5,A1614V9VPHFC3T,B006R7FXFW,Refreshing and thought provoking. One of the few mysteries that I didn't guess before the end. Wisdom and faith are shared at just the right places.,Refreshing and thought provoking,2,10/1/2017
607,5,A2Z200DRRUBL3G,B006R7FXFW,"Very interesting story. Mystery with romance, well written. This is first in series and I am now on book 3 of the series. If you enjoy a clean wholesome mystery and romance, you should read this book and series.",Good story,3,10/1/2017
608,5,A2ZUYSEO4W9LG2,B006R7FXFW,"Winters Secret is a refreshing story about faith and love.  Having grown up in a small town it was easy to relate to everyone knowing everyone's business, making judgements without knowing the facts.  I am not sure I could maintain a strong faith if faced with the same cruel judgements as the main character.",Refreshing,2,9/24/2017
609,5,A1QQW12CA15BI6,B006R7FXFW,"I really loved this book. It was a relief to read a clean and fun book. The writing was good and the editing was great. At times the story drug, but it was worth reading. It probably is only a 4-1\2 but I have it a 5 because it kept my interest and it was clean.",Great clean book,3,9/16/2017
610,5,A23POMRSFRTOX1,B006R7FXFW,I enjoyed reading this book to see who was behind all the break ins.  I hope there is a book that picks up where this story ended.  This is a clean mystery book and would recommend it!!!,Great book,2,9/15/2017
611,3,A1IWBI8XDL4X5H,B006R7FXFW,"Well written, keeps you turning the page to see what come next.  But did not seam to come together , left a lot of questions about the what really happen  that might be answer in next book.",Good!,2,9/6/2017
612,5,A1BUAVCVDGKCSR,B006R7FXFW,"Well as soon as I noticed that this book was by Lyn Cote I knew it would be good and was not disappointed. It caught my attention right away. A single nurse not wanting to fall in love due to her mother's problems she falls for the new sheriff. Lots of suspense as the sheriff tries to solve a crime and not keep his thoughts on the nurse. I had trouble putting this down. Lots of people involved in this close town community.  Again, not disappointed. It is hard not to tell the whole story. I'm",Never Disappointed by this author,2,3/13/2017
613,4,ASGBSLP29DQRY,B006R7FXFW,"The main plots revolve around the sheriff solving a series of robberies and the romance between Rodd and Wendy. Subplots develop the ideas of trusting God, family intentionally and unintentionally wounding each other, and blaming yourself for events beyond your control. It's a fairly well written book.",Romance and intrigue intertwined,3,3/3/2017
614,4,A315BRWZLUPBUZ,B006RMGXXS,"Beauty and the Beast was always my favorite fairy tale.  Growing up I was more familiar of the Disney Version than the original.  So when I saw the original was available on kindle I was curious about it.  Before reading this version I did a little research on the origin of this story.  The author was against arrange marriages, that's how Beauty and the Beast story came about.

Regarding the original story.  Was hard not to think of the differences of the Disney Version verses the original.  The meat of the story is the same but not all the same.  No singing tea pots, love of the library/booksis not there, etc.  This original version is short, concise, clean.  Children and preteens can read this.  The pictures are nice.",Not quite the Disney Version,10,2/17/2016
615,3,A22QALDPUGIGW1,B006RNBI6O,"This book had plot in many plots, and the solution is there. Some plots are forced and grammar errors are too many.

The book don't complete ends on cliffhangers (explain later) except for where was the daughter of the main character: Joe Tyler.

PI, Joe Tyler is good friend and live to help other families..ok. But, sadly, I found unable to had any empathy or sadness for him.

I could pinpoint I was tired of Joe, when hear the same rage words over & over. Yes, you explain that, but repeat it so much, that's more than I could take.

I'm tired of buying books & books & books (Explain later, remember) to know were his daughter are, not for me, except that the character was AWSOME, but Joe isn't one.

PART OF THE REVIEW:
It's one of my constant reminders to authors (Indies, Experience, Big Names, etc) fond of writing books without always use cliffhangers or because the 1st book sold well the 2nd the price higher up. When you see the rest of the books are almost for Free, so: ""BABY STEPS"".

An big seller of ""books"" could do that, had many loyal readers until they decide ""not anymore"", I wrote by experience (my favorite character was leave hanging trying to bring, what I called ""new blood"", to the series, that never ends with a ""cliffhanger"").

What happens, Oh, Damn...""Big Name Author"", wrote the main character as paint on the Wall, almost invisible and the ""new ones"" got the ""mains"". Also, got parts of almost all the series and ""create"", HA HA"", a ""new book"". The End, m many Readers said: ""BYE, Big Author, Not a penny more from Me and the Reviews were Terrible"".

Please, Authors...read the Reviews, your ARC's and beware that could be the End of many Careers.

I'm very honest with my Reviews, not only for me, the author or other readers, how an author know when did something good or need improvement?

How another reader believe in my review? If I didn't read the book, I don't Review. If the book is good, Review. If the book isn't good, Review.

With that we all benefit, readers, authors & readers searching for something new or special. My opinions are my own.",HOPE...HOPE...HOPE,2,8/11/2017
616,2,A10QNLIDBD7T16,B006RNBI6O,"The story was good but it was a spin off of the beginning story.  The beginning story was left as a cliff hanger at the end.  It appears the next couple of books are spin offs with cliff hangers.  The end doesn't show up until about 4 books are bought and when a happy joining of the family still ends in a disaster a few books later. I just bought a series to find out the end.  So, I think I will pass on this one.",Good,12,5/18/2017
617,5,A19CIP6G6SNDRJ,B006RNBI6O,"It was a good book except for one thing. I enjoyed the plot but I'll not read anymore books of yours. I really don't like that 4 letter word. Almost didn't finish the book. Sorry, would have been a great book without that word popping up all th time",Before you Go,3,5/4/2017
